,freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,exp_group,age_group
231,250232,Chloe Gray,F,34.0,Egypt,Arabic,Data Analysis,11.0,50.0,3.9,1,82.0,Junior,30s
232,250233,Michael Williams Jr.,M,20.0,France,French,Data Analysis,1.0,50.0,3.1,0,71.0,Beginner,20s
233,250234,Matthew Martin,M,22.0,Mexico,Spanish,Ui/Ux Design,2.0,40.0,0.0,1,79.0,Beginner,20s
234,250235,Julia Murphy,F,23.0,South Korea,Korean,Graphic Design,2.0,50.0,3.2,1,79.0,Beginner,20s
235,250236,Anna Evans,F,53.0,South Korea,Korean,Blockchain Development,34.0,30.0,2.6,1,79.0,Veteran,50s
236,250237,Brenda Fleming,F,56.0,South Korea,Korean,Graphic Design,27.0,100.0,4.7,1,69.0,Veteran,50s
237,250238,Daniel Harrington,M,27.0,Canada,English,Ai,4.0,75.0,5.0,0,88.0,Junior,20s
238,250239,Daniel Barnett,M,34.0,Italy,Italian,Mobile Apps,11.0,40.0,2.6,0,67.0,Junior,30s
239,250240,Mark Cummings,M,29.0,United States,English,Web Development,4.0,50.0,4.0,0,79.0,Junior,20s
240,250241,Christopher Guerra,M,34.0,India,Hindi,Ai,11.0,40.0,1.2,1,79.0,Junior,30s
241,250242,Sarah Ho,F,32.0,Mexico,Spanish,Ai,1.0,100.0,4.7,0,67.0,Beginner,30s
242,250243,Veronica Thomas,F,21.0,South Africa,Afrikaans,Machine Learning,2.0,20.0,2.4,0,86.0,Beginner,20s
243,250244,Mitchell Watson,M,20.0,Mexico,Spanish,Graphic Design,2.0,40.0,1.1,0,69.0,Beginner,20s
244,250245,Monica Murphy,F,35.0,United States,English,Mobile Apps,10.0,50.0,1.4,1,85.0,Junior,30s
245,250246,Kristen Williams,F,47.0,United States,English,Ui/Ux Design,18.0,40.0,3.4,0,60.0,Mid,40s
246,250247,Nicole Wright,F,41.0,Turkey,Turkish,Blockchain Development,4.0,40.0,2.7,1,70.0,Junior,40s
247,250248,Andrew Ruiz,M,58.0,Argentina,Spanish,Web Development,23.0,50.0,4.9,0,79.0,Professional,50s
248,250249,Zachary Jackson,M,34.0,China,Mandarin,Data Analysis,6.0,75.0,1.9,1,81.0,Junior,30s
249,250250,Stephanie Carter,F,50.0,India,Hindi,Mobile Apps,5.0,100.0,2.6,1,79.0,Junior,50s
250,250251,Amy Olson,F,42.0,Mexico,Spanish,Devops,19.0,75.0,4.6,0,78.0,Mid,40s
251,250252,Fred Stark,M,43.0,Germany,German,Ui/Ux Design,6.0,50.0,0.0,0,81.0,Junior,40s
252,250253,Jacob Gill,M,34.0,Germany,German,Data Analysis,8.0,75.0,1.8,1,71.0,Junior,30s
253,250254,Anthony Nichols,M,24.0,Spain,Spanish,Mobile Apps,3.0,75.0,2.0,0,79.0,Junior,20s
254,250255,William Knapp,M,48.0,South Africa,Afrikaans,Ui/Ux Design,8.0,30.0,5.0,1,99.0,Junior,40s
255,250256,Elizabeth Walker,F,39.0,South Korea,Korean,Data Analysis,12.0,20.0,3.2,1,66.0,Junior,30s
256,250257,Brenda Reeves,F,57.0,Australia,English,Blockchain Development,30.0,30.0,2.4,0,80.0,Veteran,50s
257,250258,Carrie Little,F,44.0,Canada,English,Web Development,21.0,100.0,2.9,0,83.0,Professional,40s
258,250259,Steven Jackson,M,37.0,Brazil,Portuguese,Ui/Ux Design,17.0,20.0,0.0,1,87.0,Mid,30s
259,250260,Mark Perry,M,50.0,Turkey,Turkish,Data Analysis,9.0,30.0,3.0,0,76.0,Junior,50s
260,250261,Cameron Spencer,M,50.0,Spain,Spanish,Ui/Ux Design,2.0,50.0,1.6,0,89.0,Beginner,50s
261,250262,Jennifer Holmes,F,28.0,France,French,Graphic Design,1.0,20.0,3.6,1,94.0,Beginner,20s
262,250263,Jacob Joseph,M,48.0,Italy,Italian,Web Development,23.0,50.0,2.1,0,68.0,Professional,40s
263,250264,Jeffery Tucker,M,42.0,Germany,German,Devops,8.0,30.0,3.6,1,96.0,Junior,40s
264,250265,Jacqueline Drake,F,37.0,Canada,English,Data Analysis,6.0,20.0,2.7,1,91.0,Junior,30s
265,250266,Brian Bautista,M,21.0,India,Hindi,Blockchain Development,1.0,100.0,2.1,1,92.0,Beginner,20s
266,250267,Dakota Wells,M,50.0,South Korea,Korean,Web Development,19.0,40.0,4.9,0,82.0,Mid,50s
267,250268,Julie White,F,22.0,Argentina,Spanish,Ai,2.0,30.0,2.1,0,79.0,Beginner,20s
268,250269,Barbara Keith,F,39.0,Japan,Japanese,Web Development,21.0,100.0,0.0,0,91.0,Professional,30s
269,250270,Heather Camacho,F,25.0,Japan,Japanese,Machine Learning,3.0,50.0,2.8,1,86.0,Junior,20s
270,250271,Melanie Harris,F,47.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,2.6,0,69.0,Junior,40s
271,250272,Jacqueline Peterson,F,35.0,South Africa,Afrikaans,Ui/Ux Design,10.0,100.0,4.7,1,84.0,Junior,30s
272,250273,Nancy Long,F,34.0,United Kingdom,English,Cybersecurity,5.0,100.0,1.3,0,60.0,Junior,30s
273,250274,Mr. Juan Mitchell,M,35.0,Netherlands,Dutch,Blockchain Development,6.0,75.0,1.6,1,97.0,Junior,30s
274,250275,William Gaines,M,59.0,France,French,Web Development,21.0,100.0,0.0,0,70.0,Professional,50s
275,250276,Haley Yates,F,26.0,China,Mandarin,Ui/Ux Design,4.0,100.0,3.6,0,81.0,Junior,20s
276,250277,Richard Mcguire,M,44.0,Russia,Russian,Machine Learning,18.0,20.0,4.7,1,88.0,Mid,40s
277,250278,Stephanie Fisher,F,31.0,South Africa,Afrikaans,Ui/Ux Design,12.0,40.0,2.6,1,100.0,Junior,30s
278,250279,Anthony Goodwin Dds,M,60.0,Turkey,Turkish,Data Analysis,6.0,40.0,3.2,0,95.0,Junior,50s
279,250280,Meagan Walters,F,23.0,United Kingdom,English,Blockchain Development,4.0,20.0,2.6,0,71.0,Junior,20s
280,250281,David Powell,M,42.0,Indonesia,Indonesian,Ui/Ux Design,13.0,20.0,4.7,0,85.0,Junior,40s
281,250282,Kelly Jones,F,48.0,India,Hindi,Mobile Apps,6.0,30.0,2.6,0,96.0,Junior,40s
282,250283,Dr. Michael Aguilar,M,42.0,Netherlands,Dutch,Graphic Design,10.0,20.0,2.4,1,92.0,Junior,40s
283,250284,Alex Novak,M,52.0,South Korea,Korean,Cybersecurity,20.0,50.0,2.6,0,79.0,Mid,50s
284,250285,Ann Contreras,F,55.0,Japan,Japanese,Web Development,20.0,75.0,2.9,0,79.0,Mid,50s
285,250286,Mary Reed,F,58.0,South Africa,Afrikaans,Cybersecurity,11.0,50.0,0.0,0,79.0,Junior,50s
286,250287,Lauren Ross,F,46.0,South Korea,Korean,Machine Learning,12.0,20.0,0.0,0,89.0,Junior,40s
287,250288,Candice Wise,F,45.0,Spain,Spanish,Machine Learning,1.0,100.0,1.5,1,100.0,Beginner,40s
288,250289,Joyce Humphrey,F,56.0,India,Hindi,Machine Learning,2.0,30.0,1.9,1,81.0,Beginner,50s
289,250290,James Carr,M,44.0,United Kingdom,English,Blockchain Development,13.0,100.0,3.1,1,95.0,Junior,40s
290,250291,Joseph Mendoza,M,46.0,Indonesia,Indonesian,Ui/Ux Design,0.0,40.0,1.8,0,88.0,Beginner,40s
291,250292,Cathy Baldwin,F,27.0,Japan,Japanese,Web Development,7.0,30.0,2.4,1,66.0,Junior,20s
292,250293,Christine Hart,F,49.0,India,Hindi,Blockchain Development,13.0,100.0,4.2,1,84.0,Junior,40s
293,250294,Mike Stanley,M,53.0,Mexico,Spanish,Web Development,21.0,50.0,1.4,0,79.0,Professional,50s
294,250295,Jeffrey Edwards,M,56.0,Australia,English,Web Development,19.0,40.0,1.2,1,82.0,Mid,50s
295,250296,Amy Lee,F,56.0,United Kingdom,English,Devops,34.0,50.0,2.1,1,84.0,Veteran,50s
296,250297,Mark Thompson,M,38.0,South Africa,Afrikaans,Data Analysis,3.0,100.0,1.4,0,73.0,Junior,30s
297,250298,Alex Wilson,M,20.0,South Korea,Korean,Mobile Apps,0.0,30.0,3.8,0,93.0,Beginner,20s
298,250299,Nancy Mendez,F,38.0,Canada,English,Machine Learning,20.0,50.0,0.0,0,64.0,Mid,30s
299,250300,Beth Crane,F,41.0,Netherlands,Dutch,Mobile Apps,6.0,40.0,3.5,0,76.0,Junior,40s
300,250301,Miguel Rogers,M,46.0,India,Hindi,Machine Learning,13.0,100.0,0.0,1,97.0,Junior,40s
301,250302,Thomas Robles,M,36.0,South Africa,Afrikaans,Data Analysis,9.0,75.0,2.2,0,95.0,Junior,30s
302,250303,Joel Brown Iii,M,33.0,Russia,Russian,Web Development,2.0,75.0,2.5,0,65.0,Beginner,30s
303,250304,Olivia Schultz,F,37.0,Canada,English,Graphic Design,0.0,50.0,4.7,0,77.0,Beginner,30s
304,250305,Clayton Pena,M,20.0,Egypt,Arabic,Data Analysis,0.0,20.0,3.9,0,79.0,Beginner,20s
305,250306,Ashley Salazar,F,48.0,China,Mandarin,Data Analysis,2.0,75.0,1.6,0,67.0,Beginner,40s
306,250307,Robert Lucas,M,27.0,France,French,Cybersecurity,2.0,50.0,2.6,0,84.0,Beginner,20s
307,250308,David Cox,M,34.0,South Korea,Korean,Mobile Apps,1.0,30.0,3.6,1,87.0,Beginner,30s
308,250309,Christian Campbell,M,55.0,Brazil,Portuguese,Machine Learning,14.0,30.0,1.2,1,91.0,Junior,50s
309,250310,Mrs. Angela Ward,F,44.0,South Africa,Afrikaans,Machine Learning,14.0,75.0,3.0,0,78.0,Junior,40s
310,250311,Lucas Chen,M,31.0,Netherlands,Dutch,Ui/Ux Design,2.0,50.0,3.9,0,79.0,Beginner,30s
311,250312,Ruben Nelson,M,34.0,Australia,English,Devops,1.0,40.0,1.7,0,74.0,Beginner,30s
312,250313,Brenda Briggs,F,47.0,Brazil,Portuguese,Devops,13.0,20.0,4.5,0,91.0,Junior,40s
313,250314,Ronald Smith,M,50.0,United States,English,Graphic Design,23.0,40.0,3.6,1,71.0,Professional,50s
314,250315,Dakota Giles,M,41.0,Germany,German,Cybersecurity,12.0,75.0,3.6,1,87.0,Junior,40s
315,250316,Angela Castillo,F,26.0,Argentina,Spanish,Blockchain Development,3.0,100.0,2.8,1,61.0,Junior,20s
316,250317,Allen Lee,M,26.0,Netherlands,Dutch,Devops,0.0,100.0,5.0,0,79.0,Beginner,20s
317,250318,Michael Rogers,M,32.0,Germany,German,Graphic Design,0.0,100.0,1.4,1,81.0,Beginner,30s
318,250319,Danielle Costa,F,55.0,Russia,Russian,Data Analysis,17.0,30.0,2.6,0,79.0,Mid,50s
319,250320,William Nunez,M,32.0,Argentina,Spanish,Machine Learning,9.0,40.0,4.6,1,84.0,Junior,30s
320,250321,Christopher Riggs,M,30.0,South Korea,Korean,Blockchain Development,4.0,20.0,3.3,0,79.0,Junior,30s
321,250322,Kathryn Myers,F,37.0,Canada,English,Cybersecurity,0.0,40.0,3.7,1,79.0,Beginner,30s
322,250323,Robert Walls,M,52.0,Brazil,Portuguese,Graphic Design,33.0,50.0,0.0,1,60.0,Veteran,50s
323,250324,Justin Johnson,M,48.0,India,Hindi,Cybersecurity,18.0,50.0,0.0,1,64.0,Mid,40s
324,250325,Paula Stevens,F,28.0,Japan,Japanese,Mobile Apps,9.0,40.0,2.6,1,64.0,Junior,20s
325,250326,Jennifer Allen,F,58.0,Spain,Spanish,Data Analysis,40.0,75.0,3.4,1,100.0,Veteran,50s
326,250327,Mark Hudson,M,30.0,Argentina,Spanish,Web Development,1.0,40.0,1.6,1,100.0,Beginner,30s
327,250328,Jessica Smith,F,47.0,China,Mandarin,Mobile Apps,5.0,20.0,1.9,0,79.0,Junior,40s
328,250329,Mike Dean,M,44.0,Argentina,Spanish,Ai,4.0,50.0,0.0,1,83.0,Junior,40s
329,250330,Jose Wilson,M,56.0,Italy,Italian,Machine Learning,13.0,40.0,2.6,1,87.0,Junior,50s
330,250331,Tammy Hill,F,53.0,United States,English,Mobile Apps,33.0,100.0,2.6,0,75.0,Veteran,50s
331,250332,Nathaniel Flores,M,59.0,United Kingdom,English,Mobile Apps,22.0,40.0,1.1,1,61.0,Professional,50s
332,250333,Edwin Carter,M,60.0,United States,English,Devops,34.0,50.0,2.5,0,93.0,Veteran,50s
333,250334,Patricia Miller,F,33.0,Germany,German,Mobile Apps,8.0,30.0,3.6,1,79.0,Junior,30s
334,250335,Rebecca Schneider,F,21.0,Argentina,Spanish,Web Development,1.0,20.0,2.6,0,99.0,Beginner,20s
335,250336,John Greene,M,54.0,United Kingdom,English,Ui/Ux Design,20.0,50.0,4.4,0,73.0,Mid,50s
336,250337,Brittany Mcdowell,F,33.0,United States,English,Graphic Design,11.0,75.0,2.1,0,96.0,Junior,30s
337,250338,Lori Miller,F,57.0,Turkey,Turkish,Data Analysis,2.0,40.0,0.0,0,60.0,Beginner,50s
338,250339,Joseph Robinson,M,36.0,South Korea,Korean,Graphic Design,6.0,20.0,1.0,1,64.0,Junior,30s
339,250340,Aaron Pruitt,M,50.0,Germany,German,Blockchain Development,20.0,30.0,0.0,0,79.0,Mid,50s
340,250341,Victoria Miller,F,41.0,Canada,English,Devops,12.0,20.0,4.9,0,79.0,Junior,40s
341,250342,Clarence Vega,M,53.0,Italy,Italian,Ai,4.0,30.0,4.7,0,99.0,Junior,50s
342,250343,Deborah Day,F,22.0,Italy,Italian,Blockchain Development,3.0,40.0,2.1,0,79.0,Junior,20s
343,250344,Nicole Rocha,F,55.0,Netherlands,Dutch,Mobile Apps,33.0,40.0,1.5,1,71.0,Veteran,50s
344,250345,Elijah Green,M,22.0,Australia,English,Cybersecurity,1.0,40.0,2.6,0,72.0,Beginner,20s
345,250346,Emily Johnson,F,45.0,Turkey,Turkish,Web Development,23.0,50.0,0.0,0,66.0,Professional,40s
346,250347,Richard Velasquez Jr.,M,36.0,France,French,Data Analysis,13.0,40.0,2.6,0,78.0,Junior,30s
347,250348,Kurt Wilson,M,23.0,Australia,English,Devops,1.0,20.0,4.0,1,100.0,Beginner,20s
348,250349,Jeremiah Rodriguez,M,55.0,Italy,Italian,Devops,15.0,40.0,4.5,0,79.0,Junior,50s
349,250350,Lauren Lang,F,50.0,Brazil,Portuguese,Mobile Apps,18.0,75.0,3.8,0,67.0,Mid,50s
350,250351,Matthew Phillips,M,48.0,United States,English,Machine Learning,21.0,50.0,4.0,0,78.0,Professional,40s
351,250352,Michael Andersen,M,23.0,Netherlands,Dutch,Devops,1.0,40.0,4.9,1,78.0,Beginner,20s
352,250353,Amanda Mayo,F,49.0,Canada,English,Web Development,25.0,30.0,3.4,0,75.0,Professional,40s
353,250354,Jessica Vance,F,47.0,Italy,Italian,Cybersecurity,12.0,50.0,2.1,1,67.0,Junior,40s
354,250355,Alexa Gallegos,F,56.0,Japan,Japanese,Graphic Design,32.0,40.0,0.0,1,86.0,Veteran,50s
355,250356,Charles Pratt,M,41.0,Argentina,Spanish,Ui/Ux Design,12.0,100.0,4.5,0,77.0,Junior,40s
356,250357,Brian Baker,M,32.0,South Korea,Korean,Ui/Ux Design,10.0,30.0,3.8,0,61.0,Junior,30s
357,250358,Christina Norman,F,52.0,India,Hindi,Ui/Ux Design,0.0,40.0,4.3,0,90.0,Beginner,50s
358,250359,Laura Kelly,F,22.0,China,Mandarin,Data Analysis,1.0,50.0,0.0,0,98.0,Beginner,20s
359,250360,John Webb,M,20.0,India,Hindi,Cybersecurity,2.0,30.0,2.6,1,99.0,Beginner,20s
360,250361,Christopher Burton,M,56.0,Netherlands,Dutch,Data Analysis,9.0,40.0,2.6,0,61.0,Junior,50s
361,250362,Bradley Aguilar,M,41.0,Japan,Japanese,Data Analysis,22.0,50.0,1.6,1,61.0,Professional,40s
362,250363,Arthur Vasquez,M,25.0,Argentina,Spanish,Blockchain Development,5.0,30.0,2.3,0,91.0,Junior,20s
363,250364,Angela Castro,F,44.0,Canada,English,Cybersecurity,6.0,75.0,4.6,1,72.0,Junior,40s
364,250365,Summer Yoder,F,46.0,Australia,English,Web Development,26.0,100.0,2.1,0,79.0,Veteran,40s
365,250366,Jackie Allen,F,41.0,South Korea,Korean,Blockchain Development,12.0,40.0,1.5,0,96.0,Junior,40s
366,250367,Brandon Williams,M,41.0,China,Mandarin,Ai,9.0,40.0,1.7,1,72.0,Junior,40s
367,250368,Manuel Torres,M,31.0,Japan,Japanese,Data Analysis,11.0,40.0,3.3,0,79.0,Junior,30s
368,250369,Scott Keller,M,41.0,South Korea,Korean,Machine Learning,12.0,40.0,4.3,1,63.0,Junior,40s
369,250370,Deborah Brown,F,31.0,Brazil,Portuguese,Machine Learning,3.0,20.0,2.6,0,79.0,Junior,30s
370,250371,Jennifer Lara,F,49.0,Italy,Italian,Data Analysis,15.0,75.0,2.6,0,83.0,Junior,40s
371,250372,Jason Scott,M,35.0,Mexico,Spanish,Graphic Design,12.0,20.0,4.1,0,94.0,Junior,30s
372,250373,Gregory Garrison,M,45.0,India,Hindi,Data Analysis,19.0,40.0,2.2,1,78.0,Mid,40s
373,250374,Chelsea Anderson,F,39.0,Netherlands,Dutch,Data Analysis,13.0,30.0,1.1,1,79.0,Junior,30s
374,250375,Gerald Johnson,M,41.0,Argentina,Spanish,Blockchain Development,12.0,50.0,2.1,1,82.0,Junior,40s
375,250376,Kevin Ellis,M,24.0,Germany,German,Cybersecurity,3.0,30.0,2.3,0,66.0,Junior,20s
376,250377,Mitchell Keller,M,50.0,Australia,English,Graphic Design,26.0,50.0,3.6,1,82.0,Veteran,50s
377,250378,Mary Brown,F,23.0,Germany,German,Machine Learning,4.0,20.0,4.7,1,84.0,Junior,20s
378,250379,Ronald Walls,M,27.0,Canada,English,Cybersecurity,8.0,20.0,4.8,0,81.0,Junior,20s
379,250380,Anthony Avila,M,58.0,South Africa,Afrikaans,Ai,10.0,75.0,4.2,0,71.0,Junior,50s
380,250381,Douglas Goodwin,M,37.0,Italy,Italian,Machine Learning,5.0,40.0,4.8,1,61.0,Junior,30s
381,250382,James Mills,M,39.0,Spain,Spanish,Blockchain Development,18.0,75.0,4.0,1,66.0,Mid,30s
382,250383,Nicole Marks,F,46.0,Egypt,Arabic,Data Analysis,10.0,20.0,2.5,1,97.0,Junior,40s
383,250384,Phyllis Dawson,F,26.0,United Kingdom,English,Ui/Ux Design,0.0,20.0,4.8,0,74.0,Beginner,20s
384,250385,Renee Arnold,F,39.0,Mexico,Spanish,Blockchain Development,21.0,30.0,4.7,0,61.0,Professional,30s
385,250386,Eric Robinson,M,59.0,Egypt,Arabic,Blockchain Development,25.0,20.0,4.0,0,90.0,Professional,50s
386,250387,Paul Brown,M,21.0,Netherlands,Dutch,Devops,0.0,40.0,4.1,1,97.0,Beginner,20s
387,250388,Sarah Proctor,F,23.0,Canada,English,Devops,5.0,100.0,3.2,1,79.0,Junior,20s
388,250389,Matthew Hicks,M,27.0,Egypt,Arabic,Web Development,1.0,20.0,4.3,0,76.0,Beginner,20s
389,250390,Christopher Black,M,27.0,China,Mandarin,Cybersecurity,4.0,40.0,4.4,0,92.0,Junior,20s
390,250391,Joanne Reyes,F,48.0,South Africa,Afrikaans,Data Analysis,21.0,40.0,2.3,0,79.0,Professional,40s
391,250392,Isaac Gray,M,21.0,South Africa,Afrikaans,Ai,1.0,20.0,2.4,1,66.0,Beginner,20s
392,250393,Joshua Roberts,M,41.0,Italy,Italian,Devops,12.0,50.0,4.6,0,83.0,Junior,40s
393,250394,Elizabeth Estrada,F,31.0,Germany,German,Ui/Ux Design,10.0,50.0,0.0,0,79.0,Junior,30s
394,250395,Lori Malone,F,41.0,Egypt,Arabic,Blockchain Development,21.0,50.0,0.0,1,79.0,Professional,40s
395,250396,Anthony Huynh Md,M,31.0,Russia,Russian,Cybersecurity,0.0,20.0,4.2,1,82.0,Beginner,30s
396,250397,Mindy York,F,58.0,Argentina,Spanish,Data Analysis,0.0,50.0,2.3,0,77.0,Beginner,50s
397,250398,Ms. Christine Cherry,F,45.0,Netherlands,Dutch,Data Analysis,17.0,50.0,4.7,1,73.0,Mid,40s
398,250399,Daniel Foster,M,51.0,South Korea,Korean,Cybersecurity,5.0,40.0,3.0,1,88.0,Junior,50s
399,250400,Mr. David Valencia,M,54.0,United States,English,Ui/Ux Design,3.0,30.0,2.4,0,81.0,Junior,50s
400,250401,Ethan Adams,M,22.0,Russia,Russian,Data Analysis,1.0,20.0,1.7,0,78.0,Beginner,20s
401,250402,Brett Moore,M,36.0,Turkey,Turkish,Cybersecurity,2.0,75.0,0.0,0,92.0,Beginner,30s
402,250403,Phillip Griffin,M,50.0,Germany,German,Devops,32.0,30.0,2.6,0,64.0,Veteran,50s
403,250404,Stacie Wall,F,41.0,Australia,English,Blockchain Development,14.0,30.0,0.0,1,78.0,Junior,40s
404,250405,Jacob Austin,M,41.0,South Africa,Afrikaans,Web Development,10.0,20.0,1.8,1,85.0,Junior,40s
405,250406,Sabrina Davidson,F,51.0,Netherlands,Dutch,Cybersecurity,27.0,50.0,0.0,0,78.0,Veteran,50s
406,250407,Dustin Douglas,M,21.0,France,French,Ai,2.0,30.0,3.8,1,98.0,Beginner,20s
407,250408,Steven Norris,M,51.0,Japan,Japanese,Ai,33.0,40.0,0.0,1,63.0,Veteran,50s
408,250409,Mindy Sullivan,F,37.0,Indonesia,Indonesian,Graphic Design,11.0,40.0,3.6,0,73.0,Junior,30s
409,250410,Elizabeth Stone,F,20.0,Spain,Spanish,Graphic Design,2.0,30.0,0.0,0,94.0,Beginner,20s
410,250411,Diane Flores,F,50.0,Australia,English,Web Development,31.0,50.0,4.1,0,81.0,Veteran,50s
411,250412,Jessica Erickson,F,58.0,Turkey,Turkish,Graphic Design,17.0,50.0,2.6,1,61.0,Mid,50s
412,250413,Sara Moses,F,40.0,Brazil,Portuguese,Ui/Ux Design,2.0,100.0,0.0,0,79.0,Beginner,40s
413,250414,Allison Henderson,F,26.0,Egypt,Arabic,Web Development,2.0,20.0,1.3,0,83.0,Beginner,20s
414,250415,Susan Dixon,F,44.0,South Korea,Korean,Cybersecurity,22.0,30.0,4.1,1,79.0,Professional,40s
415,250416,David Morrison,M,42.0,Mexico,Spanish,Machine Learning,8.0,50.0,2.4,0,68.0,Junior,40s
416,250417,Jason Carter,M,38.0,Mexico,Spanish,Data Analysis,9.0,50.0,0.0,0,74.0,Junior,30s
417,250418,James Jacobs,M,51.0,Egypt,Arabic,Web Development,32.0,100.0,4.4,0,91.0,Veteran,50s
418,250419,Kathleen Quinn,F,36.0,France,French,Ai,8.0,100.0,2.2,1,97.0,Junior,30s
419,250420,Natalie Frank Md,F,37.0,Australia,English,Mobile Apps,10.0,30.0,0.0,0,96.0,Junior,30s
420,250421,Michael Reed,M,31.0,South Africa,Afrikaans,Devops,0.0,50.0,1.1,1,73.0,Beginner,30s
421,250422,Sheila Smith,F,47.0,India,Hindi,Cybersecurity,22.0,50.0,1.4,1,72.0,Professional,40s
422,250423,Morgan Ford,F,60.0,Mexico,Spanish,Ui/Ux Design,34.0,100.0,0.0,1,74.0,Veteran,50s
423,250424,Linda Schultz,F,48.0,Argentina,Spanish,Mobile Apps,5.0,30.0,1.5,0,79.0,Junior,40s
424,250425,Regina Daniel,F,24.0,India,Hindi,Ai,3.0,20.0,0.0,1,79.0,Junior,20s
425,250426,Allison Perkins,F,35.0,Netherlands,Dutch,Machine Learning,10.0,75.0,0.0,0,74.0,Junior,30s
426,250427,Bradley Weaver,M,41.0,United States,English,Devops,12.0,100.0,3.5,1,71.0,Junior,40s
427,250428,Sarah Hall,F,29.0,Netherlands,Dutch,Ui/Ux Design,6.0,40.0,4.8,0,83.0,Junior,20s
428,250429,Diana Walton,F,36.0,Italy,Italian,Machine Learning,1.0,75.0,2.6,0,63.0,Beginner,30s
429,250430,Donna Davis,F,44.0,Canada,English,Ai,0.0,40.0,4.8,0,84.0,Beginner,40s
430,250431,Christopher Mcclain,M,41.0,South Africa,Afrikaans,Web Development,12.0,40.0,1.4,0,93.0,Junior,40s
431,250432,Dr. Paul Williamson,M,40.0,India,Hindi,Ai,13.0,100.0,1.1,1,79.0,Junior,40s
432,250433,Barbara Brown,F,53.0,Netherlands,Dutch,Machine Learning,13.0,50.0,3.3,1,93.0,Junior,50s
433,250434,Kimberly Allen,F,35.0,Germany,German,Blockchain Development,0.0,30.0,4.6,0,97.0,Beginner,30s
434,250435,Elizabeth Edwards,F,27.0,Argentina,Spanish,Machine Learning,7.0,75.0,2.8,1,92.0,Junior,20s
435,250436,Anthony Downs,M,34.0,Australia,English,Devops,6.0,50.0,5.0,1,92.0,Junior,30s
436,250437,Jack Ortega,M,24.0,India,Hindi,Cybersecurity,2.0,75.0,4.7,0,68.0,Beginner,20s
437,250438,Marvin Moore,M,57.0,United States,English,Ui/Ux Design,13.0,100.0,3.5,0,95.0,Junior,50s
438,250439,Tony French,M,28.0,South Korea,Korean,Ui/Ux Design,7.0,100.0,4.3,0,76.0,Junior,20s
439,250440,Stacy Hudson,F,26.0,Italy,Italian,Devops,7.0,100.0,3.3,1,66.0,Junior,20s
440,250441,Scott Washington,M,34.0,Argentina,Spanish,Mobile Apps,15.0,75.0,2.6,0,73.0,Junior,30s
441,250442,Timothy Wright,M,41.0,Japan,Japanese,Ai,12.0,20.0,2.8,0,99.0,Junior,40s
442,250443,Joseph Gonzalez,M,31.0,China,Mandarin,Graphic Design,5.0,40.0,2.7,1,94.0,Junior,30s
443,250444,Andrea Perez,F,41.0,China,Mandarin,Blockchain Development,12.0,50.0,0.0,0,84.0,Junior,40s
444,250445,Angel Collins,F,32.0,Russia,Russian,Cybersecurity,10.0,20.0,2.6,1,92.0,Junior,30s
445,250446,Daniel Terry,M,24.0,Egypt,Arabic,Devops,6.0,75.0,4.3,1,79.0,Junior,20s
446,250447,Steven Whitaker,M,35.0,United Kingdom,English,Ai,8.0,50.0,2.6,0,90.0,Junior,30s
447,250448,Denise Neal,F,22.0,Australia,English,Mobile Apps,4.0,20.0,2.6,0,73.0,Junior,20s
448,250449,Amanda Jacobs,F,55.0,Egypt,Arabic,Ai,3.0,100.0,2.6,1,73.0,Junior,50s
449,250450,Karen Mercer,F,41.0,Argentina,Spanish,Machine Learning,12.0,30.0,2.9,1,78.0,Junior,40s
450,250451,Lindsay Hudson,F,36.0,Netherlands,Dutch,Cybersecurity,11.0,30.0,0.0,1,63.0,Junior,30s
451,250452,Stephanie Armstrong,F,36.0,Netherlands,Dutch,Ai,17.0,50.0,1.3,0,64.0,Mid,30s
452,250453,Dr. Jessica Campbell,F,25.0,Argentina,Spanish,Web Development,1.0,75.0,0.0,1,79.0,Beginner,20s
453,250454,Curtis Maxwell,M,46.0,Indonesia,Indonesian,Ai,16.0,20.0,4.8,1,86.0,Mid,40s
454,250455,Adam Kelly Phd,M,41.0,Argentina,Spanish,Machine Learning,11.0,40.0,2.4,0,79.0,Junior,40s
455,250456,Julie Becker,F,21.0,Russia,Russian,Mobile Apps,3.0,100.0,4.7,0,96.0,Junior,20s
456,250457,James Moore,M,41.0,United States,English,Graphic Design,12.0,75.0,2.0,0,79.0,Junior,40s
457,250458,Danielle Barrera,F,44.0,United States,English,Mobile Apps,3.0,50.0,2.2,0,77.0,Junior,40s
458,250459,David Sanchez,M,40.0,Canada,English,Machine Learning,1.0,100.0,2.1,1,79.0,Beginner,40s
459,250460,Tiffany Bowman,F,27.0,Egypt,Arabic,Data Analysis,1.0,30.0,1.7,0,65.0,Beginner,20s
460,250461,Jesus Quinn,M,53.0,France,French,Mobile Apps,35.0,50.0,5.0,1,62.0,Veteran,50s
461,250462,Mr. Danny Morris Dds,M,20.0,Turkey,Turkish,Data Analysis,1.0,50.0,2.9,0,81.0,Beginner,20s
